uuid,cian_id,url,city,zone,district,street,house,description,floor_number,rooms_count,total_area,kitchen_area,living_area,agent_fee,deposit,price,build_year,total_floors,is_apartments,time_add
9d819449-a7fa-11ef-9564-168f5e928f4c,310266431,https://www.cian.ru/rent/flat/310266431/,Москва,ВАО,р-н Перово,3-я Владимирская улица,15,"Cдаeтся в дoлгоcрочную аренду блaгоуcтрoeнная квартира с хорошим  ремонтом, которая идеально подойдет для вас. 
Предлагаем уютную Квартиру , c Оборудованной  техникой для проживания. 
 
Тёплая и уютная квартира 
Порядочные соседи. 
Метро в шаговой доступности. 
Магазины банки всё рядом.  
 
Животные и дети  ( кол-во ) обговариваются отдельно собственником каждый случай  индивидуален , мы сделаем все возможное чтоб вас рассмотрели.  
 
Показываем квартиру собственником и всегда просим чтоб они были с документами для заключения договора. 
Если вам надо заселиться в день в день то мы с этим поможем. 
 
Если вы выбираете нас , вы всегда будите первым на показе квартире. 
Звоните хорошие варианты сдаются очень быстро. 
 
 
У собственника могут быть предпочтения по составом жильцов.",1,2,45.0,6.0,35.0,50,60000,60000,0,5,False,1732187826
e3505d0d-a815-11ef-9564-168f5e928f4c,310275342,https://www.cian.ru/rent/flat/310275342/,Москва,ЗАО,р-н Раменки,улица Янковского,1,"ID 2 722 Дизайнерская квартира с 2-мя спальнями в современном комплексе ""Событие"" в Раменках. Выполнен премиальный ремонт по индивидуальному дизайн-проекту, делали для себя. Панорамные окна в пол, много света. Высота потолков 3,1 метра. Планировка: просторная кухня-гостиная, 2 спальни, ванная комната, санузел с душем, гардеробная, холл, лоджия. Квартира полностью укомплектована мебелью, бытовой техникой Asko. Окна выходят в благоустроенный двор.

Описание комплекса

""Событие"" — жилой квартал бизнес-класса из нескольких очередей строительства высотой 8-50 этажей, расположенный рядом с долиной реки Раменки. В проекте предусмотрены лоджии с безрамным остеклением, эркеры или французские балконы. На последних этажах расположены пентхаусы со вторым светом и потолками до 6,4 метра. Квартиры сдаются без отделки и с дизайнерским ремонтом.

Архитектурная концепция разработана специалистами бюро LDA Design и UHA London. В проекте есть дома в современном европейском стиле, где фасады с панорамными окнами отделаны кирпичом ручной формовки в трёх оттенках — светлый, бежевый и красно-коричневый. Самое необычное архитектурное решение комплекса — небоскрёб с ""парящими"" мостами и парк на высоте 170 метров.

Рядом с проектом обустроен ландшафтный парк ""Событие"". Он объединяет территорию дома и природную долину реки Раменки площадью 12 гектаров. В парке предусмотрен широкий прогулочный бульвар, пейзажный сад с плодовыми деревьями, концертная площадка и амфитеатр, спортивное пространство, фонтан и арт-объекты. На крышах малоэтажных секций организованы открытые для всех жителей веранды и приватные террасы.",5,3,78.0,8.0,50.0,0,270000,270000,0,25,False,1732199303
159af327-a76e-11ef-9564-168f5e928f4c,310237162,https://www.cian.ru/rent/flat/310237162/,Москва,СЗАО,р-н Южное Тушино,улица Фабрициуса,33,"Сдаётся уютная двухкомнатная квартира в Москве на улице Фабрициуса, 33к2. Общая площадь квартиры составляет 43.9 кв. м, жилая площадь — 29.1 кв. м, а кухня — 5.0 кв. м. Квартира расположена на 2 этаже 5-этажного дома, построенного в 1964 году. Дом монолитный, с высотой потолков 2.53 метра и окнами, выходящими во двор.

В квартире проведён косметический ремонт. Комнаты обставлены мебелью, на кухне также есть необходимая мебель. Ванная комната оборудована ванной.
Из техники: посудомоечная машина, стиральная машина и холодильник. Благодаря проведённому интернету, вы всегда будете на связи.

Дом находится в благополучном районе с развитой инфраструктурой. В пешей доступности расположены школы, детские сады и магазины, что делает проживание здесь удобным для семей с детьми. Отличное транспортное сообщение позволяет быстро добраться до нужного места в городе.

Условия аренды: без комиссии. Договор заключается напрямую с собственником, что обеспечивает прозрачность сделки. Возможна аренда на длительный срок. Подходит для проживания семьи или пары. 

Приглашаем вас на просмотр, чтобы оценить все преимущества этой квартиры лично. Звоните для записи на удобное для вас время!",2,2,43.9,5.4,29.1,0,60000,60000,1964,5,False,1732127169
2e811ab8-a770-11ef-9564-168f5e928f4c,310237397,https://www.cian.ru/rent/flat/310237397/,Москва,ЗАО,р-н Филевский парк,Барклая улица,6,"Сдаётся квартира с хорошим ремонтом на длительный срок. Смотрите фотографии квартиры, вся информация соответствует. Имеется вся необходимая мебель и техника. Хороший район, развитая инфраструктура. Рассмотрим всех платёжеспособных граждан.

_______
Топ-6 причин почему нас выбирают:
1 - больше 7 лет на рынке недвижимости.
2 - Индивидуальный подход к каждому
3 - Самые вкусные и эксклюзивные предложения столицы.
4 - Сотрудничаем практически со всеми крупными Агентствами и крутыми частными риэлторами столицы.
5 - Работаем с выездом. Остерегайтесь безвыездных мошенников!!!
6 - Услуги оплачиваются строго после заключения договора. 
Мы ценим Вас и Ваше время.",6,1,32.0,0.0,0.0,55,67000,67000,0,24,False,1732127918
beaf8519-a73b-11ef-9564-168f5e928f4c,310218061,https://www.cian.ru/rent/flat/310218061/,Москва,ЗАО,р-н Тропарево-Никулино,проспект Вернадского,94,"Предлагается в аренду уютная и комфортная квартира.
Все параметры и фотографии соответствуют действительности.
Квартира готова к заселению - есть всё необходимое для полноценного проживания!

Оперативный показ в удобное время. Никаких предоплат - всё честно и прозрачно!

Любые вопросы можете задать нашему брокеру по телефону в объявлении!
Эта квартира ждет Вас!",27,3,151.0,30.0,102.0,0,230000,250000,0,33,False,1732105599
b234faa3-a70f-11ef-9564-168f5e928f4c,310188985,https://www.cian.ru/rent/flat/310188985/,Москва,ВАО,р-н Восточное Измайлово,9-я Парковая улица,2,Срочно сдается 2я квартира на длительный срок. В пешей доступности 2 станции метро.,9,2,43.0,9.0,28.0,80,1,65000,1961,9,False,1732086392
98338e9f-a80f-11ef-9564-168f5e928f4c,310273568,https://www.cian.ru/rent/flat/310273568/,Москва,САО,р-н Головинский,Кронштадтский бульвар,6,Квартира сдается с 1 декабря. Показы возможны сейчас. Вашему вниманию предлагается квартира евродвушка в жилом комплексе Водный в долгосрочную аренду в шаговой доступности от метро Водный стадион. Квартира укомплектована всей необходимой мебелью и техникой для комфортного проживания. Уникальное предложение в стоимость входит машиноместо в паркинге. Для жителей ЖК предусмотрен подземный проход в ТЦ Водный.,20,2,44.0,0.0,25.0,50,90000,90000,2015,26,False,1732196842
beaf8526-a73b-11ef-9564-168f5e928f4c,310218054,https://www.cian.ru/rent/flat/310218054/,Москва,САО,р-н Войковский,Нарвская улица,1,"Большая просторная квартира с евроремонтом в современном жилом комплексе ГОЛОВИНО с огороженной охраняемой территорией и высотным паркингом(МАШИНО-МЕСТА за отдельную плату).Изолированные комнаты,гарнитурная мебель,бытовая техника.Мебель,бытовая техника.Встроенный кухонный гарнитур под единой столешницей со встроенной техникой:Посудо-моечная машина,стекло-керамическая варочная панель,вытяжка,СВЧ,большой двухкамерный холодильник.Санузел раздельный в плитке,стиральная машина-автомат.Интернет,домофон,металлическая входная дверь.Тихий зеленый благоустроенный двор,магазины,салоны,школа,детский сад,спортивные площадки,тренажеры,рядом лесо-парк Покровское-Стрешнево и набережная Москва-реки.Сдается на длительный срок",1,3,80.0,12.0,60.0,100,110000,110000,2015,17,False,1732105532
6b7dc817-a7f6-11ef-9564-168f5e928f4c,310263797,https://www.cian.ru/rent/flat/310263797/,Москва,ЮАО,р-н Чертаново Южное,Варшавское шоссе,170,"Cдаeтся в дoлгоcрочную аренду УЮТНАЯ ЕВРОДВУШКА  с хорошим  ремонтом, которая идеально подойдет для вас. 
Предлагаем уютную Квартиру , c Оборудованной  техникой для проживания. 
 
Тёплая и уютная квартира 
Порядочные соседи. 
Метро в шаговой доступности. 
Магазины банки всё рядом.  
 
Животные и дети  ( кол-во ) обговариваются отдельно собственником каждый случай  индивидуален , мы сделаем все возможное чтоб вас рассмотрели.  
 
Показываем квартиру собственником и всегда просим чтоб они были с документами для заключения договора. 
Если вам надо заселиться в день в день то мы с этим поможем. 
 
Если вы выбираете нас , вы всегда будите первым на показе квартире. 
Звоните хорошие варианты сдаются очень быстро. 
 
 
У собственника могут быть предпочтения по составом жильцов.",15,2,45.0,6.0,26.0,77,70000,70000,2022,27,False,1732185997
fc3d30ec-a817-11ef-9564-168f5e928f4c,310276018,https://www.cian.ru/rent/flat/310276018/,Москва,САО,р-н Тимирязевский,Дмитровское шоссе,33,"ВАШЕМУ ВНИМАНИЮ! 
Предлагается просторная однокомнатная квартира в тихом и благополучном районе Москвы! 
Уютная, просторная, чистая. Укомплектована всей необходимой мебелью и техникой. Также есть пылесос и микроволновка. 
У квартиры хорошая энергетика. ;) 
Дружелюбные соседи. Развитая инфраструктура района. В шаговой доступности всё, что нужно для жизни. 

МЕТРО В ПЕШЕЙ ДОСТУПНОСТИ (м. Петровско-Разумовская)!

Для заселения рассматриваем семейные пары и одиночек; платежеспособных, чистоплотных и адекватных. :)

Адекватная и приятная собственница! 
Оперативный показ!
Заселение день в день!
По всем вопросам писать и звонить 24/7.",10,1,40.0,8.0,25.0,100,60000,60000,1994,17,False,1732200540
1b95ae8b-a703-11ef-9564-168f5e928f4c,310186517,https://www.cian.ru/rent/flat/310186517/,Москва,ЦАО,р-н Басманный,Рубцовская набережная,2,"Мы на связи и будем рады вам помочь! 

- Фотографии соответствуют данному объекту!
- Организуем МАКСИМАЛЬНО оперативный показ! 
- Договор аренды заключается ИСКЛЮЧИТЕЛЬНО с собственником жилья!

Отличный объект недвижимости для комфортной жизни! 
В квартире есть всё необходимое!

Развитая инфраструктура! Хотя где она в Москве не развитая?=)

Дети - цветы жизни - так же обсуждаются индивидуально!

У собственника могут быть дополнительные пожелания к жильцам!",6,1,40.0,8.0,22.0,50,99999,99999,1999,10,False,1732081585
ca1eb4e2-a813-11ef-9564-168f5e928f4c,310274361,https://www.cian.ru/rent/flat/310274361/,Москва,СЗАО,р-н Хорошево-Мневники,проспект Маршала Жукова,8,"Сдается 3-х комнатная квартира на длительный срок в экологическом чистом районе СЗАО г. Москвы. Квартира в жилом состоянии. Комнаты смежно-изолированные. До парка 2 минуты пешком. До метро Полежаевская 7 минут пешком. В шаговой доступности школа, детский сад, магазины.

Рассматриваем порядочную платежеспособную семью. Идеально подходит для семьи с 1 или 2 детьми

В цену включены коммунальные услуги (кроме счетчиков вода+электричество). 

Оперативный показ, квартира свободна! 
Собственник.
Агентов просьба не беспокоить. Предпочтительный способ связи - чат в приложении.",4,3,60.0,6.0,40.0,0,80000,80000,1965,5,False,1732197721
cff85715-a7fe-11ef-9564-168f5e928f4c,310267269,https://www.cian.ru/rent/flat/310267269/,Москва,ВАО,р-н Вешняки,улица Красный Казанец,3,"Впервые сдается большая светлая 3-комнатная квартира в экологически благополучном районе Москвы. Все комнаты изолированные, гостиная с зоной для отдыха у камина, отдельная большая кухня 12 м2, раздельный санузел, застекленная лоджия. Окна выходят на обе стороны во двор.

Квартира оснащена всем необходимым для комфортного проживания. 3 кондиционера, интернет, мебель, 2 телевизора, плита, духовая печь, микроволновая печь, большой вместительный двухдверный холодильник, чайник, вытяжка, кухонная посуда, стиральная машина.

Дом оборудован мусоропроводом, пассажирским и грузовым лифтом. Во дворе детская и спортивная площадки. Много мест для парковки авто.

Отличное месторасположение, дом находится в районе с развитой инфраструктурой: в пешей доступности - школы и детские сады, продуктовые супермаркеты, аптеки и медицинские учреждения, кафе, закусочные и бары, заправки, спортивный комплекс, театр и музей. Неподалеку ТЦ Вишняковский пассаж. Для прогулок и отдыха отлично подойдет расположенный в двух минутах ходьбы большой Кусковский лесопарк.

Проживать можно с детьми.

До м. Рязанский проспект 15 минут пешком, до МЦД-3 Вешняки - 7 минут. Удобный выезд на МСД, Рязанский, Волгоградский проспект и МКАД.

ЗВОНИТЕ В ЛЮБОЕ ВРЕМЯ. Всегда постараемся помочь. PLEASE FEEL FREE TO CONTACT US TO GET DETAILED INFORMATION OR TO SET UP A VIEWING! CALL AT ANY TIME. WE WILL ALWAYS TRY TO HELP.

Номер объекта: #1/677666/10110",3,3,75.8,12.0,48.5,0,110000,110000,2003,12,False,1732189055
54c645b9-a748-11ef-9564-168f5e928f4c,310226881,https://www.cian.ru/rent/flat/310226881/,Москва,ЮЗАО,р-н Коньково,улица Островитянова,27,"Сдается в аренду отличный вариант!
Уютная квартира с прекрасным ремонтом, где царит атмосфера умиротворения.
Просторная кухня с современным кухонным гарнитуром.
Все необходимое для комфортной жизни.
Вдохновляющий вид из окна, который заряжает позитивом.

Ваши преимущества:
Тихий двор, развитая инфраструктура, шаговая доступность, удобная планировка, близость к парку, магазинам, метро.

Хотите узнать больше?
Звоните нам!
AGORA - ваши надежные партнеры в поиске идеального жилья!",7,2,50.0,7.0,28.0,50,85000,85000,0,9,False,1732111228
ca72ee1f-a767-11ef-9564-168f5e928f4c,310236212,https://www.cian.ru/rent/flat/310236212/,Москва,ЮВАО,р-н Некрасовка,улица Маршала Еременко,1,"Сдается уютная однокомнатная квартира в новом доме, расположенном по адресу: Москва, улица Маршала Ерёменко, 1к3. Общая площадь квартиры составляет 38 кв. м, жилая площадь — 17.9 кв. м, а кухня — просторные 10.87 кв. м. Квартира находится на 11-м этаже 17-этажного панельного дома, построенного в 2023 году. Высота потолков — 2.63 метра, а окна выходят на улицу, благодаря чему в квартире всегда светло. 

В квартире выполнен косметический ремонт, который создает приятную атмосферу. Санузел совмещенный, в нем установлена ванна. Есть выход на балкон, где можно наслаждаться свежим воздухом. Квартира предлагается без мебели, поэтому у вас будет возможность обустроить ее по своему вкусу.

Дом новый, ухоженный, с современными лифтами: один пассажирский и два грузовых, поэтому можно комфортно добраться до квартиры. Для автомобилистов предусмотрена наземная парковка, что удобно для жителей и гостей. 

В шаговой доступности от дома находятся школы, детские сады и магазины, что делает район удобным для семейного проживания. Транспортная доступность также на высоком уровне: рядом есть остановки общественного транспорта, что позволяет быстро добраться в любую часть города.

Условия аренды: договор аренды заключается с собственником. Без комиссии. Залог — один месяц. Квартира идеально подойдет для одного человека или пары.

Записывайтесь на просмотр, чтобы оценить все преимущества этой квартиры лично. Мы будем рады ответить на все ваши вопросы и помочь с оформлением аренды. Ждем вас!",11,1,38.0,10.9,17.9,0,40000,40000,2023,17,False,1732124673
54c64627-a748-11ef-9564-168f5e928f4c,310226130,https://www.cian.ru/rent/flat/310226130/,Москва,ЗАО,р-н Очаково-Матвеевское,улица Малая Очаковская,4,"Сдаётся евро-двухкомнатная квартира площадью 32 кв.м. с евроремонтом на 11 этаже в 33-этажном доме. Из техники есть:
 Духовой шкаф
 Стиральная машина
 Холодильник
 Посудомоечная машина
 Микроволновка
 Пылесос
 
Дом - монолитный, окна выходят во двор. В подъезде 4 лифта - 4 грузовых и 0 пассажирских. Есть подземная парковка.
 
Коммунальные услуги по счетчикам оплачиваются дополнительно.",11,1,32.0,0.0,0.0,0,0,87000,0,33,False,1732110866
58685b80-a7df-11ef-9564-168f5e928f4c,310256472,https://www.cian.ru/rent/flat/310256472/,Москва,ЦАО,р-н Пресненский,улица Литвина-Седого,2,"Предлагается 1-комнатная квартира общей площадью 38 м² недалеко от станции метро ""Улица 1905 года"". Для комфортного проживания в наличии имеется вся необходимая мебель. Из дополнительных преимуществ - наличие балкона. Окна обращены во двор и на улицу.

 - Страховой депозит можно оплатить 2-мя частями.
 - Аренда возможна с 20 декабря.

 - Объект представляет агент Capital Mars - Анастасия.
 - ID объекта 173749.",5,1,38.0,7.0,20.0,50,95000,95000,1960,5,False,1732175878
4dd8657f-a75d-11ef-9564-168f5e928f4c,310234193,https://www.cian.ru/rent/flat/310234193/,Москва,ЮВАО,р-н Кузьминки,улица Академика Скрябина,28,"Приличная квартира   Есть все необходимое.  Без детей, без животных. На длительный срок.",5,1,34.0,7.0,19.0,0,0,38000,1968,9,False,1732120358
ab1d0365-a826-11ef-9564-168f5e928f4c,310281115,https://www.cian.ru/rent/flat/310281115/,Москва,САО,р-н Хорошевский,улица Зорге,9,"Id 48629. Вашему вниманию предлагается НОВАЯ квартира c дизайнерским ремонтом в ЖК бизнес класса ""Рихард"", оборудованная мебелью и полным комплектом техники.

Высокие потолки, очень светлое пространство, 2 гардеробные комнаты, большая кухня гостиная со встроенной техникой, лоджия, примыкающая к большой спальне.

Жилой комплекс предоставляет услуги консьерж-сервиса, видеонаблюдение в самом здание и на территории ЖК, умную автоматизированную систему управления зданием и квартиры, подземную парковку.
Также на закрытой территории жилого комплекса находятся коворкинг и ландшафтный парк.

Близлежащая территория района очень тихая и активно развивается, несколько парковых зон в шаговой доступности, развитая инфраструктура, 10 минут пешком до метро Полежаевская, МЦК Зорге и Хорошево, выезд на Ленинградский проспект и третье транспортное кольцо.

Звоните, оперативно организуем просмотр!",4,2,62.0,10.0,40.0,50,160000,160000,2022,8,False,1732206652
7a1e7dd2-a720-11ef-9564-168f5e928f4c,310196704,https://www.cian.ru/rent/flat/310196704/,Москва,СВАО,р-н Ярославский,улица Проходчиков,16,Рядом платформа Лось.Метро ВДНХ ехать 20 мин на автобусе.,8,1,36.0,8.0,0.0,0,0,44000,1982,12,False,1732094260
61216a65-a71e-11ef-9564-168f5e928f4c,310194842,https://www.cian.ru/rent/flat/310194842/,Москва,ЮЗАО,р-н Ломоносовский,проспект Вернадского,27,"Сдам в долгосрочную аренду уютную двухкомнатную квартиру в одном из самых востребованных районов столицы. Эта светлая и просторная квартира расположена в кирпичном доме индивидуальной постройки, всего в 10 минутах пешком от метро. Уникальная планировка включает лоджию по всей длине квартиры с удобным выходом из комнаты и кухни, а также два современных санузла.

Квартира полностью меблирована и готова к комфортному проживанию. В доме интеллигентные соседи, что добавляет уюта и спокойствия. В качестве дополнительного удобства предлагается подземный паркинг — места периодически сдаются.

Вы сможете наслаждаться развитой инфраструктурой района, где все необходимые магазины, кафе и услуги находятся в шаговой доступности. У нас лояльное отношение к жильцам с питомцами — можно с милыми четвероногими. Гибкие условия аренды: депозит можем разбить на части. 

Показ квартиры возможен в любое время, звоните, договоримся! Не упустите шанс разместиться в идеальном жилье на долгосрочную аренду!",2,2,55.9,11.3,29.7,30,70000,87000,2009,14,False,1732092586
715b1412-a7e1-11ef-9564-168f5e928f4c,310256976,https://www.cian.ru/rent/flat/310256976/,Москва,ЗАО,р-н Солнцево,Производственная улица,10,"Квартира после ремонта. Сдается впервые. Полностью укомплектована мебелью и бытовой техникой. ЖК ""Лучи"":  это современный жилой комплекс с удобной транспортной доступностью, развитой инфраструктурой и красивой территорией. 

Чистый ухоженный подъезд с двумя лифтами. В подъезде есть колясочная для хранения велосипедом, самокатов и колясок.

Подземный паркинг, а также гостевой наземный паркинг рядом с домом позволит без проблем всегда припарковать ваше авто.

Двор без машин с многочисленными детскими и спортивными площадками в каждом дворе комплекса.

Развитая инфраструктура района: сетевые магазины, кафе, рестораны, пекарня, детский бассейн, детские центры, школы и детские сады, торговый центр Небо.

Метро Солнцево в 5 минутах ходьбы от дома. Удобный выезд на Киевское и Боровское шоссе.",19,2,42.0,13.5,13.5,50,65000,65000,2019,19,False,1732176928
4d6f745e-a809-11ef-9564-168f5e928f4c,310271493,https://www.cian.ru/rent/flat/310271493/,Москва,ЮЗАО,р-н Южное Бутово,Южнобутовская улица,38,"Сдается уютная квартира в прекрасном доме , возле парка ,в пяти минутной доступности от метро Горчакова и Адмирала Ушакова . 
В двух минутах ходьбы,остановка общественного транспорта , в пешей доступности магазины , аптеки , школы , дет . сады., а так же кофейни , салоны красоты , OZON , Wildberries( в самом доме )
Потолки 3.10 и площадью в 59 кв., не оставит никого равнодушными . 
К вашим услугам :спальная комната и просторный холл , плюс просторная ванна ( душевая кабина 
и ванная) , кухня , балкон площадью в 7 км.
Пожелания собственника - это семейные пары , только граждане
Рф (славяне ) , без домашних животных .
Оплата: 75000р + вода и электричество по счетчикам",3,1,59.0,9.5,0.0,0,0,75000,2001,9,False,1732194136
1b5d8319-a805-11ef-9564-168f5e928f4c,310269860,https://www.cian.ru/rent/flat/310269860/,Москва,НАО (Новомосковский),м. Санино,улица Стожарова,7,"Сдается 1-я квартира. Мебель и бытовая техника новая Вся имеется в наличии. Система Умный дом Smart home — высокотехнологичная система, которая позволяет полностью автоматизировать все домашние процессы. прекрасное месторасположение. Все. что нужно для комфортной жизни Все рядом : OZON, Mega Market,  Wb, Пятерочка, Салоны красоты, прекрасная Кофейня, Пекарня Буханка, Дом быта и др. Из окна виден Детский сад, рядом школа.  Игровые площадки. Рядом с домом остановка общественного транспорта. В пешей доступности МЦД Кокошкино.",7,1,32.2,9.0,16.0,100,50000,50000,2023,15,False,1732192043
34fbd8b3-a75b-11ef-9564-168f5e928f4c,310233475,https://www.cian.ru/rent/flat/310233475/,Москва,ЮАО,р-н Чертаново Южное,Варшавское шоссе,170,"СУПЕР ОТЛИЧНОЕ ПРЕДЛОЖЕНИЕ!Сдается однокомнатная квартира с ЕВРО ремонтом в двух минутах пешком от метро Лесопарковая.Комната укомплектована современной мебелью.Имеется вся необходимая бытовая техника включая стиральную машину автомат.Санузел совмещён,застеклённая лоджия.Квартира сдается на неопределенный срок,так выставлена на продажу.Поэтому и стоимость такая ниже аналогичных вариантов в данном ЖК.",3,1,43.0,12.0,20.0,50,20000,55000,2022,19,False,1732118684
7f3e1082-a80d-11ef-9564-168f5e928f4c,310272672,https://www.cian.ru/rent/flat/310272672/,Москва,САО,р-н Ховрино,Беломорская улица,23,"Сдам квартиру в ЖК Дискавери, корпус Александр Беляев, бизнес класс. Квартира сдается первый раз, с хорошим ремонтом, новой техникой и мебелью.  Развитая инфраструктура, отличные панорамные виды. Квартира светлая и уютная, рядом всё для комфортной жизни. Строго без животных! От метро 600 метров, 7 минут спокойным шагом. Хороший благоустроенный  двор, рядом магазины, кафе, салоны красоты. Собственник.",28,1,42.0,18.0,18.0,0,100000,100000,0,31,False,1732195902
a5a78488-a739-11ef-9564-168f5e928f4c,310217264,https://www.cian.ru/rent/flat/310217264/,Москва,САО,р-н Головинский,Пулковская улица,19,"Артура хорошем доме
Имеется абсолютно все необходимое для проживания.",9,2,48.0,7.5,30.0,0,65000,65000,1967,9,False,1732105040
3495a574-a705-11ef-9564-168f5e928f4c,310187045,https://www.cian.ru/rent/flat/310187045/,Москва,ЗАО,р-н Солнцево,Производственная улица,8,"Однокомнaтная квaртира с лоджией и гaрдeробнoй пocлe чистовой oтдeлки- евроремoнта в oкябpе этогo годa сдаетcя впеpвыe, никтo до этoго не жил. Плoщадь 38 кв.м, куxня 10,5 кв.м, кoмнaта 16,1кв.м. Oкнa выхoдят вo двор, дo мeтро 3-4 минуты хoдьбы. Обоpудoванa вcем неoбхoдимым для пpоживания: теплые полы на кухне, в ванной и прихожей, кондиционер, Wi-Fi, большая 2-х спальная кровать с тумбочками и ночными светильниками, комод, диван, кухонный гарнитур с сенсорной плитой и духовым шкафом, холодильник, микроволновая печь, чайник, стиральная машина, шкаф с ночной подсветкой, утюг с гладильной доской, пылесос. Квартира сдается на длительный срок собственником без посредников и без комиссии, залог 70 тыс, предоплата за месяц. Коммунальные платежи включены в стоимость аренды без счетчиков. В микрорайоне очень развитая инфраструктура, магазины, аптеки, фитнес и другие центры. Есть подземный паркинг и возможность парковки авто на придомовой территории. Оперативный показ.",7,1,38.0,10.5,16.1,100,70000,70000,2021,16,False,1732082322
f6d34288-a780-11ef-9564-168f5e928f4c,310241163,https://www.cian.ru/rent/flat/310241163/,Москва,ЗАО,р-н Проспект Вернадского,улица Лобачевского,4,"Сдается впервые. Только долгосрочная аренда. Хорошая трешка в хорошем районе. Комнаты раздельные, кладовка, 2 санузла, застекленная лоджия. Современный дом, три лифта. Чистый , просторный  и ухоженный подьезд с консьержем.  Вид из окон Тропаревский парк и дворы. В пешей доступности три станции метро.  агентам звонить только с готовыми клиентами.",14,3,72.3,9.0,0.0,0,170000,170000,2007,25,False,1732135129
4d77c80f-a707-11ef-9564-168f5e928f4c,310187377,https://www.cian.ru/rent/flat/310187377/,Москва,ЦАО,р-н Мещанский,Олимпийский проспект,22,Сдаётся на длительный срок двухкомнатная квартира с изолированными комнатами. Все окна выходят на храм. Смотрите фото-соответствуют. Страховой депозит разбивают. Строго без животных.,11,2,56.0,8.0,32.0,50,110000,110000,1976,16,False,1732083233
47e531ce-a71c-11ef-9564-168f5e928f4c,310194122,https://www.cian.ru/rent/flat/310194122/,Москва,ЮАО,р-н Нагатино-Садовники,Нагатинская набережная,10,"Предлагается в аренду уютная и комфортная квартира.
Все параметры и фотографии соответствуют действительности.
Квартира готова к заселению - есть всё необходимое для полноценного проживания!

Оперативный показ в удобное время. Никаких предоплат - всё честно и прозрачно!

Любые вопросы можете задать нашему брокеру по телефону в объявлении!
Эта квартира ждет Вас!",13,2,67.0,12.0,37.0,50,110000,110000,0,17,False,1732091780
2660b943-a7db-11ef-9564-168f5e928f4c,310255249,https://www.cian.ru/rent/flat/310255249/,Москва,САО,р-н Головинский,Онежская улица,25,"Предлагается в аренду уютная квартира на ул. Онежкая д. 25.  Общая площадь 32 кв.м, в том числе без учета балкона 30,3. Комната 17.  Кухня 5,5 кв.м Окна выходят в тихий уютный двор с облагороженной территорией. Развитая инфраструктура всего микрорайона с комфортными условиями для проживания, досуга и отдыха. Парковка бесплатная прямо у подъезда. Места всегда  есть. Квартира оборудована всем необходимым для комфортного проживания. На кухне встроенная кухонная мебель, вместительный двухкамерный холодильник встроенная газовая варочная панель и духовой шкаф. В комнате вместительный угловой платяной шкаф и удобный диван с ортопедическим матрасом. В ванной комнате установлена стиральная машина. Всё оборудование и мебель в рабочем состоянии. Квартира только после ремонта. Первая сдача! Рассмотрим предложения только от аккуратных людей, без вредных привычек и животных, ценящих современный комфорт  и уют.  Квартплата включена в стоимость аренды, за исключением начислений по счетчикам.",4,1,32.0,6.0,17.0,50,45000,45000,1966,5,False,1732174407
d55b4124-a7e9-11ef-9564-168f5e928f4c,310260018,https://www.cian.ru/rent/flat/310260018/,Москва,СЗАО,р-н Хорошево-Мневники,улица Народного Ополчения,13,"кондиционер).
Кухня-гостиная, удобный диван-кровать. Изолированная спальня со встроенным вместительным шкафом , кровать с комфортным матрасом.
Установлен водонагреватель, тёплый пол, гигиенический душ.",14,2,75.0,0.0,0.0,99,220000,210000,0,21,False,1732180610
0fa699b0-a783-11ef-9564-168f5e928f4c,310241851,https://www.cian.ru/rent/flat/310241851/,Москва,ЗАО,р-н Очаково-Матвеевское,Нежинская улица,1,"Лот 553685. Бонус коллегам! Предлагается стильная трехкомнатная квартира в элитном ЖК Кутузовская Ривьера. 

Планировка: кухня-гостиная, две спальни, два санузла, две гардеробные, постирочная. Потолки 3,1 м. Окна выходят на улицу. В квартире выполнен ремонт в современном стиле. Квартира полностью меблирована и оснащена всей необходимой техникой для комфортного проживания. 

Огороженная и охраняемая территория дома. Подземный паркинг, машиноместо оплачивается отдельно. PLEASE DO NOT HESITATE TO CONTACT US.


Номер объекта: #1/553685/13367",4,3,145.0,0.0,0.0,0,500000,500000,2008,30,False,1732136199
