cian_id,time_add,description,floor_number,rooms_count,total_area,url,city,zone,district,street,house,agent_fee,deposit,price,build_year,total_floors,is_apartments,kitchen_area,living_area,metro_1,transport_type_1,time_1,metro_2,transport_type_2,time_2,metro_3,transport_type_3,time_3
309866019,1731502019,"Сдам отличную двухкомнатную квартиру в тихом районе с видом на лес! В пяти митутах от метро Митино, в комплексе ЖК Митино парк. Вся необходимая мебель и техника в наличии . Без комиссии!  Агентов прошу меня не беспокоить!",12,2,57.0,https://www.cian.ru/rent/flat/309866019/,Москва,СЗАО,р-н Митино,Дубравная улица,46,0,70000,75000,1999,22,False,10.0,39.0,Митино,walk,10,Пятницкое шоссе,transport,4.0,Волоколамская,transport,4.0
309888252,1731511554,"Доброго времени суток, уважаемые соискатели и коллеги!
   Впервые сдаётся уютная квартира с евроремонтом в современном жилом доме 2017 года постройки на Боровском шоссе. Общая площадь квартиры составляет 47,5 кв. м, из которых 24 кв. м — жилая площадь и 10 кв. м — площадь кухни. Квартира расположена на 8 этаже 14-этажного монолитного дома с высотой потолков 2,8 метра. Окна выходят во двор, что позволяет наслаждаться тишиной и покоем.

В квартире есть всё необходимое для комфортного проживания: современная мебель в комнате и на кухне, а также вся необходимая бытовая техника, включая кондиционер, холодильник, посудомоечную и стиральную машины, и телевизор. Просторная кухня станет отличным местом для семейных обедов. Ванная комната оборудована ванной, что особенно приятно после долгого рабочего дня. Из квартиры есть выход на балкон, где можно проводить время с чашкой чая.

Дом оснащён двумя пассажирскими и одним грузовым лифтом, что обеспечивает удобство для всех жильцов. На территории дома предусмотрена наземная парковка. Для удобства жителей есть пандус и мусоропровод. Интернет уже проведён, поэтому можно сразу подключиться к сети.

Рядом с домом находятся школы, детские сады и магазины, что делает это место особенно удобным для семей с детьми. Хорошая транспортная доступность обеспечивает быстрый и лёгкий доступ к различным районам.

Записывайтесь, чтобы не упустить выгодное предложение.",8,2,47.5,https://www.cian.ru/rent/flat/309888252/,Москва,ЗАО,р-н Солнцево,Боровское шоссе,2,100,80000,80000,2017,14,False,10.0,24.0,Говорово,walk,9,Мещерская,walk,15.0,Солнцево,transport,3.0
309823021,1731424975,"Id 25793. В аренду предлагается уютная евро-2х комнатная квартира в ЖК ""Серебряный Фонтан"". 
Готова к заселению.

Квартира полностью укомплектована мебелью и техникой. Высокие потолки (3 метра) увеличивают пространство. 

Монолитно-кирпичный дом с уютным лобби. Чистый подъезд с дежурным консьержем и приветливыми соседями. Закрытая и охраняемая территория с контрольно-пропускной системой и камерами наблюдения по всему периметру, в доме есть подземная парковка. На огороженной территории с красивым ландшафтом обустроены укромные места для отдыха.

В жилом комплексе превосходная инфраструктура. Рядом расположены детские и спортивные площадки, супермаркеты с возможностью заказа продуктов, кафе и рестораны, парки, медицинские центры, учебные и культурные учреждения. До ближайшей станции метро ""Алексеевская"" можно дойти за 7-10 минут.

Можно с детьми, строго без животных.",2,1,42.2,https://www.cian.ru/rent/flat/309823021/,Москва,СВАО,р-н Алексеевский,Новоалексеевская улица,16,0,115000,115000,2020,21,False,10.0,25.0,Алексеевская,walk,12,ВДНХ,transport,5.0,Рижская,transport,5.0
309854694,1731487907,"Сдается впервые после ремонта, всё новое! Уютная и стильная квартира в районе с отличной инфраструктурой. Квартира в светлых тонах, вся мебель и техника новые, уютно и тихо. Есть все необходимое для комфортного проживания: широкая кровать, посудомоечная машина, стиральная машина, холодильник, газовая варочная панель и электрическая духовка, микроволновка. Это место, где приятно жить и проводить время. Рядом с домом есть автобусная и трамвайная остановки, пешком можно дойти до метро Академическая или Крымская. До центра города можно быстро доехать на общественном транспорте или на автомобиле. Поблизости есть крупные супермаркеты, кофейни, рестораны, учебные заведения, поликлиники.",6,1,35.0,https://www.cian.ru/rent/flat/309854694/,Москва,ЮЗАО,р-н Академический,Большая Черемушкинская улица,22,0,85000,85000,1966,12,False,9.0,20.0,Академическая,walk,14,Крымская,walk,20.0,,,
309807707,1731484044,"Мы на связи и будем рады вам помочь! 

- Фотографии соответствуют данному объекту!
- Организуем МАКСИМАЛЬНО оперативный показ! 
- Договор аренды заключается ИСКЛЮЧИТЕЛЬНО с собственником жилья!

Отличный объект недвижимости для комфортной жизни! 
В квартире есть всё необходимое!

Развитая инфраструктура! Хотя где она в Москве не развитая?=)

Дети - цветы жизни - так же обсуждаются индивидуально!

При взаимной симпатии залог можно разбить на два месяца!

У собственника могут быть дополнительные пожелания к жильцам!",2,3,70.0,https://www.cian.ru/rent/flat/309807707/,Москва,НАО (Новомосковский),м. Потапово,Скандинавия ЖК,0,50,100000,100000,2023,11,False,8.0,52.0,Потапово,walk,4,Улица Горчакова,transport,7.0,Улица Скобелевская,transport,7.0
309815760,1731419159,"Современная стильная  квартира, очень теплая и уютная. Кухонный гарнитур встроенный, вся бытовая техника премиум-класса,  есть два кондиционера. Спортивный тренажер.Комнаты полностью укомплектованы современной мебелью: двуспальная кровать, диван,  вместительные шкафы-купе. Водонагреватель. Чистый подъезд. Отличный двор, въезд во двор через шлагбаум. Строго без животных.",8,2,58.0,https://www.cian.ru/rent/flat/309815760/,Москва,САО,р-н Аэропорт,Ленинградский проспект,78,100,0,85000,1960,9,False,9.0,37.0,Сокол,walk,2,Аэропорт,walk,15.0,Красный Балтиец,walk,16.0
309816443,1731507243,"Окна во двор!!! Тихо и красиво)
Сталинский дом.
Панорамное остекление в комнате, балкон.
Косметический ремонт полтора года назад.
В квартире установлен кондиционер.
Уже новая стиральная машина.
Спальное место - современный диван.
Шлагбаум во двор - охрана, можно договориться о парковке.
Рассмотрим 1-2 нанимателей! Строго без животных.",6,1,40.0,https://www.cian.ru/rent/flat/309816443/,Москва,ЦАО,р-н Пресненский,Садовая-Кудринская улица,7,90,80000,80000,1952,7,False,6.0,21.0,Баррикадная,walk,6,Краснопресненская,walk,10.0,Маяковская,walk,15.0
309828601,1731428500,"Предлагается 2-комнатная квартира общей площадью 55 м² недалеко от станции метро ""Тропарево"". Для комфортного проживания в наличии имеется вся необходимая мебель. Кухонный гарнитур оснащен посудомоечной машиной, духовой печью. Из дополнительных преимуществ - наличие лоджии. Окна обращены на улицу.

 - Страховой депозит можно оплатить 2-мя частями.
 - Можно с детьми.

 - Объект представляет агент Capital Mars - Валерия.
 - ID объекта 792196.",5,2,55.0,https://www.cian.ru/rent/flat/309828601/,Москва,ЮЗАО,р-н Обручевский,Ленинский проспект,121,50,100000,100000,0,25,False,10.0,30.0,Тропарёво,walk,15,Юго-Западная,walk,20.0,Университет Дружбы Народов,transport,3.0
309861680,1731509758,"Сдаётся уютная однокомнатная квартира 

В ближайшем окружении находятся школы, детские сады, а также различные магазины, что делает это предложение особенно удобным для семей с детьми. Хорошая транспортная доступность и развитая инфраструктура района позволят без труда добираться до работы или учёбы.",17,1,39.8,https://www.cian.ru/rent/flat/309861680/,Москва,ЗАО,р-н Можайский,улица Горбунова,11,50,60000,60000,0,25,False,9.0,24.0,Сетунь,walk,9,Рабочий посёлок,transport,4.0,Немчиновка,transport,13.0
309837252,1731509306,"Номер лота - 3515298
Без животых. Чистая, уютная квартира в одном из лучших районов Москвы.  Изолированные комнаты. Дом после капремонта. От м. Сокольники 6 мин. пешком.  Укомплектована всей необходимой мебелью и бытовой техникой. Рядом парк Сокольники, вся инфраструктура.

 ИНКОМ-Тургеневское.",6,2,45.0,https://www.cian.ru/rent/flat/309837252/,Москва,ВАО,р-н Сокольники,Старослободская улица,23,50,65000,65000,0,9,False,6.5,31.0,Сокольники,walk,6,Сокольники,walk,7.0,Красносельская,walk,17.0
309853988,1731486987,"Вашему вниманию предлагается уютная, светлая квартира с качественным ремонтом. Есть все для комфортного проживания : двуспальная кровать, комод, шкаф, модульная стенка, кухонный гарнитур, микроволновая  печь, холодильник, стиральная машина автомат, газовая  плита. Рядом прекрасный пруд с прогулочной зоной. Рядом школа и детский сад. Шаговая доступность до метро. (лот 249512)",3,2,45.3,https://www.cian.ru/rent/flat/309853988/,Москва,ЗАО,р-н Можайский,улица Красных Зорь,47,100,75000,75000,0,9,False,8.0,0.0,Кунцевская,walk,19,Рабочий посёлок,walk,14.0,Кунцевская,walk,20.0
309815892,1731421086,"Лот 121062. Артур Алексеев.

Чудесная 3-комнатная квартира в сталинском доме. 4 / 8 этаж. Спален: 2, санузлов: 1. Общая площадь: 58 кв.м. Потолки 2.5 м. Ремонт в современном стиле. Квартира полностью с мебелью, вывоз обсуждается. Домофон. Паркинг стихийный во дворе. Окна на улицу. Есть балкон.  В наличии: посудомоечная машина, холодильник, кондиционер, душевая кабина, стиральная машина. Телевизор, высокоскоростной интернет. Можно с детьми.

Без комиссии для арендатора.

Бонус партнерам 25000 рублей.

Есть презентации в pdf на русском или английском для партнеров.",4,3,58.0,https://www.cian.ru/rent/flat/309815892/,Москва,ЦАО,р-н Мещанский,Садовая-Сухаревская улица,13,0,2000000,500000,0,8,False,10.0,38.0,Сухаревская,walk,5,Цветной бульвар,walk,7.0,Трубная,walk,12.0
309853441,1731486052,"Сдается квартира на длительный срок, в трех минутах ходьбы от метро Яхромская. Отличная планировка-вместительная прихожая, раздельный санузел, одна комната (гостинная) смежная с спальней, есть большой застекленный балкон. В квартире выполнен косметический ремонт. В ванной комнате и санузле только положили плитку. В одной из спален свежий ремонт и новая мебель. Комнаты обставлены необходимой мебелью, а на кухне есть всё необходимое. Район имеет развитую инфраструктуру: в шаговой доступности находится метро, школы, детские сады, клиники и магазины, во дворе дома недавно оборудовали новую детскую площадку, что делает проживание особенно удобным для семей с детьми. 
Удобная транспортная доступность позволит легко добраться до любой точки города.",3,3,57.6,https://www.cian.ru/rent/flat/309853441/,Москва,САО,р-н Восточное Дегунино,улица 800-летия Москвы,3,70,77000,77000,1978,9,False,6.0,42.1,Яхромская,walk,5,Бескудниково,walk,13.0,Селигерская,walk,20.0
309791870,1731495130,Евроремонт! Вся необходимая мебель и бытовая техника!,12,1,40.0,https://www.cian.ru/rent/flat/309791870/,Москва,ЮЗАО,р-н Зюзино,Симферопольский бульвар,30,60,70000,70000,2012,25,False,0.0,0.0,Чертановская,walk,1,Севастопольская,walk,15.0,Каховская,walk,18.0
309790552,1731385616,"Предлагается в аренду элитная двухкомнатная квартира в ЖК бизнес класса Freedom от застройщика Донстрой.
Квартира новая ,с дизайнерским ремонтом ,светлая ,уютная с панорамным остеклением ,с широкими подоконниками ,на которых можно присесть с чашечкой ароматного чая или кофе .
Кухня-гостиная студийной планировки.
Кухонный гарнитур со встроенной бытовой техникой ,включая мелкую .
Обеденная группа .
Диван раскладывается .ТВ.Кондиционер .
В спальне двуспальная кровать ,шкаф ,кондиционер .
Санузел совмещен .Теплый пол .
В прихожей оборудованная гардеробная комната .
Территория дома огорожена ,находится под круглосуточной охраной и видеонаблюдением .
В лобби уютные диваны и кресла , консьерж служба ,сервис поручений (можно принести продукты ,вынести мусор и прочее ).
Развитая инфраструктура комплекса:магазины ,салоны красоты ,фитнес клуб и прочее .
Строго без животных .",15,2,46.0,https://www.cian.ru/rent/flat/309790552/,Москва,СЗАО,р-н Хорошево-Мневники,Шелепихинская набережная,42,50,125000,125000,2021,36,False,12.0,26.0,Хорошёвская,transport,5,Шелепиха,transport,5.0,Народное Ополчение,transport,8.0
309831073,1731431217,"Сдам очень стильную и уютную однокомнатную квартиру на 4-м этаже на длительный срок. 1 минута от метро академическая (50 метров). 
В квартире дизайнерский ремонт: на полу полисандр, подоконники отделаны натуральным камнем как и столешница на кухне. 
Окна на балкон панорамные, в квартире помимо балкона 2 окна, квартира очень светлая. 
есть все необходимое: посудомойка, холодильник, стиральная машина, шкаф, диван угловой, раскладывающийся в спальные места, телевизор.
без шумных соседей, шумоизоляция отличная.",4,1,30.0,https://www.cian.ru/rent/flat/309831073/,Москва,ЮЗАО,р-н Академический,проспект 60-летия Октября,29,0,50000,70000,1957,4,False,6.0,22.0,Академическая,walk,1,Профсоюзная,walk,17.0,,,
309805171,1731406368,"Номер в базе: 3901148. Сдается на длительный срок светлая, очень уютная 2-х комнатная квартира с прекрасными видами из окна, в пешей доступности от  м. Домодедовская и м. Орехово. Дом серии П44Т, квартира распашонка, окна выходят на две стороны. В доме есть консьерж, всегда чисто и порядок. Замечательные тихие соседи. 
В квартире есть вся необходимая мебель и техника (телевизор, холодильник, стиральная машинка, электро плита, микроволновая печь). Дополнительно оплачивается интернет(500 рублей), консьерж(500рублей) и счетчики свет и вода. 
Рядом с домом находятся такие учреждения, как школа 878 с дошкольным отделением, средняя общеобразовательная школа 544 с дошкольным отделением, городская поликлиника 166, детская городская поликлиника 12, а также музей-заповедник Царицыно и виноградная оранжерея. Также рядом с домом находятся супермаркет Пятёрочка, семейное кафе, аптека и другие удобства, которые обеспечат комфортную и удобную жизнь.
Без животных. Предпочтение семейной паре, можно с детьми. 
Код пользователя: 52658
-----
Примечание: у собственника могут быть дополнительные пожелания к жильцам - обсудите их в чате или по телефону",16,2,60.3,https://www.cian.ru/rent/flat/309805171/,Москва,ЮАО,р-н Орехово-Борисово Южное,Шипиловский проезд,57,60,75000,75000,2000,17,False,12.9,0.0,Домодедовская,walk,14,Орехово,walk,15.0,Зябликово,transport,5.0
309847663,1731477875,"Квартира находится в тихом, спокойном месте, рядом с метро и недалеко от центра Москвы!!!
Сдаётся на длительный срок.
Квартира 2-х комнатная, в большую комнату вход через арку. 
В комнатах из мебели есть в большой комнате ( 18 м.кв.): шкаф распашной с зеркалами, диван 2-х спальный, в маленькой комнате ( 12 м. кв.): шкаф-купе зеркальный, диван 2-х спальный, кондиционер. На кухне: встроенный кухонный гарнитур. Санузел совмещённый.
ФОТО СООТВЕТСТВУЮТ!
Заселение возможно с 20 ноября",12,2,51.0,https://www.cian.ru/rent/flat/309847663/,Москва,ЦАО,р-н Таганский,Библиотечная улица,6,100,75000,75000,1972,12,False,10.5,30.0,Площадь Ильича,walk,6,Римская,walk,8.0,Серп и Молот,walk,11.0
309870951,1731511351,"ЖК Филатов Луг, дом комфорт-класса .Отличное предложение уютной двухкомнатной квартиры с евроремонтом, изолированными комнатами, застекленной лоджией с панорамным видом из окон. Комнаты укомплектованы мебелью(раскладной диван, двуспальная кровать, шкафы, комод, кухонный гарнитур, обеденная зона и т. д) и всей необходимой  бытовой техникой( холодильник, стиральная машина ,варочная панель ,вытяжка, СВЧ ).
Приятные адекватные собственники рассмотрят платежеспособных нанимателей . Дополнительно оплата счетчиков, по факту потребления ,также Ваш интернет. Строго без животных. Внимание-заселение с 25 ноября, просмотр можно организовать раннее, по согласованию.  
 Дружелюбные и тихие соседи, чистый ухоженный подъезд .Во дворе детская площадка, открытый двор, наземный паркинг, подземный паркинг . Развитая инфраструктура благоустроенного района-магазины ""Пятерочка"", ""Дикси"" ,салоны красоты и ногтевого сервиса, ателье, кафе и все в шаговой доступности. Транспортная доступность- до метро Саларьево 5 мин., Филатов луг. Быстрый выезд на Киевское шоссе.",16,2,50.0,https://www.cian.ru/rent/flat/309870951/,Москва,НАО (Новомосковский),м. Филатов Луг,улица Картмазовские Пруды,2,60,70000,70000,2019,22,False,10.0,29.0,Филатов Луг,transport,4,Саларьево,transport,7.0,Рассказовка,transport,9.0
309862478,1731493036,"Сдаётся уютная двухкомнатная квартира в Москве по адресу: Кременчугская улица, 5к3. Общая площадь жилья составляет 56,9 кв. м, из которых 33 кв. м приходятся на жилую площадь. Кухня просторная — 9 кв. м, что идеально подходит для семейных обедов. Квартира расположена на 3 этаже 22-этажного панельного дома, построенного в 2005 году. Окна выходят во двор, а высота потолков составляет 2,64 метра.

В квартире сделан косметический ремонт, что создаёт уютную и приятную атмосферу. В наличии вся необходимая мебель: на кухне и в комнате, есть холодильник, посудомоечная машина, телевизор и стиральная машина. Планировка включает отдельный санузел с ванной. Также имеется лоджия, где можно отдохнуть после долгого дня.

Дом оборудован двумя пассажирскими и одним грузовым лифтом, а также мусоропроводом, поэтому можно наслаждаться комфортом и удобством проживания. Есть наземная парковка для автовладельцев. 

Район отлично подходит для жизни: поблизости находятся школы, детские сады, клиники и магазины, что делает этот вариант привлекательным для семей. Хорошая транспортная доступность позволяет быстро добраться до ближайших остановок и других объектов инфраструктуры.

Условия аренды прозрачные: договор аренды. Залог составляет сумму месячной аренды. Квартира готова принять не более четырёх жильцов, что идеально для семьи.

Не упустите возможность арендовать эту замечательную квартиру! Записывайтесь на просмотр и убедитесь во всём сами.",3,2,56.9,https://www.cian.ru/rent/flat/309862478/,Москва,ЗАО,р-н Фили-Давыдково,Кременчугская улица,5,50,80000,80000,2005,22,False,9.0,33.0,Славянский бульвар,walk,15,Кунцевская,walk,18.0,Давыдково,walk,18.0
309801063,1731403253,"-Артём
Предлагaетcя в арeнду Дизaйнepcкая 3-x кoмнaтнaя квapтира площадью 114,7 кв. м. в ЖK ""Kacкaд"", по aдрecу нaберeжнaя Акадeмика Туполевa, дом 15.

Плaнировка: кухня, кабинет, гoстинaя, cпaльня, гардерoбнaя, 2 с/у.

Кваpтирa oбoрудoвaна абcoлютно вceй нeобходимой бытовой техникой премиальных брендов (Мiеlе, Liеbhеrr, Кuрреrsbusсh), эксклюзивной Итальянской мебелью, и сантехникой.

Район с развитой инфраструктурой:

-Фитнес центр ""ОНЕГИНЪ"" - бассейн
-Кафе и рестораны
-Магазины (5-ка, ВкусВилл, Редиска (премиальные продукты)
-Подземная парковка (входит в стоимость 1м/м)
-Салоны красоты
-Химчистка
-Аптека
-Детский сад, ясли (Sun Sсhооl, Наррy Dаys)
В ЖК ""Каскад"" круглосуточная охрана
Удобная транспортная доступность.
В шаговой доступности Лефортовский парк.
Квартира будет готова к заселению от 19.11.
Звоните и пишите 24/7.",17,3,115.0,https://www.cian.ru/rent/flat/309801063/,Москва,ЦАО,р-н Басманный,набережная Академика Туполева,15,0,330000,330000,2008,18,False,18.0,74.0,Бауманская,walk,17,Курская,transport,5.0,Чкаловская,transport,5.0
309829837,1731428697,"В 5-7 минутах ходьбы от метро ""Первомайская"" предлагается практичная однокомнатная квартира. В комнате - кровать и вместительный шкаф, есть выход на застекленную лоджию. Кухня оснащена духовой печью, а для ухода за вещами предусмотрена стиральная машина.

Прекрасная инфраструктура - несомненное преимущество этого района: поблизости работают магазины, ТЦ ""Измайловский"", спорткомплекс, кафе, поликлиника, школа. В пешей доступности раскинулся лесопарк Измайлово. Выезд на Щелковское шоссе будет удобен автовладельцам.

 - Аренда возможна с 23 ноября.
 - Квартиру представляет агент Capital Mars - Артем.
 - Квартиру представляет агент Capital Mars - Артем.
 - ID объекта 554107.",8,1,35.0,https://www.cian.ru/rent/flat/309829837/,Москва,ВАО,р-н Измайлово,Нижняя Первомайская улица,3,25,50000,50000,0,9,False,8.0,0.0,Первомайская,walk,7,Измайловская,walk,11.0,Щёлковская,transport,3.0
309800753,1731403338,"Сдаётся замечательная однокомнатная квартира в 3 минутах пешком от метро Сокол. Общая площадь 30,3 кв.м., комната 19 кв. м, кухня 8 кв.м. Дом находится в тихом дворе, Ленинградского проспекта не видно и не слышно.

Квартира полностью готова к проживанию и укомплектована всей необходимой мебелью и техникой.

В комнате раскладной двухспальный диван, вместительный шкаф-купе, телевизор, кондиционер, стеллаж, комод, журнальный столик. Из комнаты выход на застекленный балкон.

На кухне: кухонный гарнитур, стол со стульями, холодильник, микроволновка, тостер, плита газовая, духовка электрическая, вытяжка.

В коридоре встроенный шкаф-купе и вешалка.

Просторный совмещенный санузел с ванной и стиральной машиной-автомат.

Чистый ухоженный подъезд, тихие приветливые соседи. Территория вокруг дома огорожена, въезд через автоматические ворота, которые открываются с телефона.

Рядом с домом вся инфраструктура престижного московского района Сокол, в том числе школы, детсады, поликлиника, магазины, кафе, рестораны, отделение Сбербанка и многих других банков, торговый центр МетроМаркет и остановки наземного общественного транспорта.

До метро Сокол 3 минуты пешком, до МЦД Красный Балтиец 10-15 минут пешком.",7,1,30.3,https://www.cian.ru/rent/flat/309800753/,Москва,САО,р-н Аэропорт,Ленинградский проспект,74,50,75000,75000,1959,8,False,8.0,19.0,Сокол,walk,3,Аэропорт,walk,13.0,Красный Балтиец,walk,13.0
309872540,1731505306,"Предлагается 2-комнатная квартира общей площадью 44 м² недалеко от станции метро ""Филёвский парк"". Для комфортного проживания в наличии имеется вся необходимая мебель. Кухонный гарнитур оснащен духовой печью. Из дополнительных преимуществ - наличие балкона. Окна обращены во двор и на улицу.

 - Объект представляет агент Capital Mars - Денис.
 - ID объекта 792160.",4,2,44.0,https://www.cian.ru/rent/flat/309872540/,Москва,ЗАО,р-н Филевский парк,улица Василисы Кожиной,16,50,45000,45000,0,16,False,6.0,0.0,Багратионовская,walk,15,Филёвский парк,walk,16.0,Парк Победы,walk,20.0
309816359,1731506489,"Cдаeтся в дoлгоcрочную аренду блaгоуcтрoeнная квартира с хорошим  ремонтом, которая идеально подойдет для вас. 
Предлагаем уютную Квартиру , c Оборудованной  техникой для проживания. 
 
Тёплая и уютная квартира 
Порядочные соседи. 
Метро в шаговой доступности. 
Магазины банки всё рядом.  
 
Животные и дети  ( кол-во ) обговариваются отдельно собственником каждый случай  индивидуален , мы сделаем все возможное чтоб вас рассмотрели.  
 
Показываем квартиру собственником и всегда просим чтоб они были с документами для заключения договора. 
Если вам надо заселиться в день в день то мы с этим поможем. 
 
Если вы выбираете нас , вы всегда будите первым на показе квартире. 
Звоните хорошие варианты сдаются очень быстро. 
 
 
У собственника могут быть предпочтения по составом жильцов.",12,2,60.0,https://www.cian.ru/rent/flat/309816359/,Москва,ВАО,р-н Новокосино,Новокосинская улица,39,50,60000,60000,1987,17,False,10.0,35.0,Новокосино,walk,3,Реутов,walk,17.0,Новогиреево,transport,5.0
309867617,1731495908,"Сдается ВПЕРВЫЕ,светлая уютная квартира в новом доме. Свежий ремонт( никто не жил) ! Есть вся необходимая мебель и бытовая хехника.БЕЗ ЖИВОТНЫХ!",3,2,43.0,https://www.cian.ru/rent/flat/309867617/,Москва,НАО (Новомосковский),м. Ольховая,Центральный мкр,0,60,50000,50000,0,14,False,14.0,16.0,Ольховая,transport,16,Новомосковская,transport,19.0,,,
309833773,1731438467,"Роскошный Пентхаус с личной террасой  !

Продается уникальная просторная 3-комнатная квартира-пентхаус в ЖК ""Re:form"" с огромной террасой 90 кв. м.

В квартире выполнен дорогостоящий дизайнерский ремонт: шпонированные фасады из американского ореха, стол из карагача, краска для стен с сертификатами, напольное покрытие из массивной доски, керамогранит, дорогие люстры, встроенная техника, вся мебель - заказная с качественной фурнитурой. 

Выполнена качественная шумоизоляция. 
Максимально продуманная планировка, разделяющая пространство на приватную и общественную зону.

Две гардеробные
На террасе большой стол на 8 персон, качели на 2 лежачих места. 

На  лестничной площадке всего 2  соседа, что обеспечивает приватность

Машиноместо на -1 этаже ЖК.

3 парка в пешей доступности: Богородский сквер: 2 мин пешком, Черкизовский парк с прудами и вековыми соснами: 7 мин пешком, Сокольники 15 мин пешком.

На территории ЖК хорошая инфраструктура: хороший фитнес-клуб, супермаркет Лента, салоны красоты (мужские и женские), стоматология, банкоматы и др.


ЗВОНИТЕ! УНИКАЛЬНОЕ ПРЕДЛОЖЕНИЕ",8,3,170.0,https://www.cian.ru/rent/flat/309833773/,Москва,ВАО,р-н Преображенское,улица Хромова,3,70,350000,350000,2017,10,False,18.0,0.0,Преображенская площадь,walk,5,Семёновская,transport,4.0,Черкизовская,transport,4.0
309798146,1731424881,"Представляем вашему вниманию стильные апартаменты в Москве в новом комплексе ЖК бизнес класса ""Сити-мята"" без комиссии для арендатора.
Внутри вас ждет дизайнерский ремонт, который создает атмосферу уюта и комфорта. Апартаменты состоят из двух комнат : гостиная соединенная с кухней и спальня, полностью меблированы хорошей новой мебелью ( двухспальная кровать, диван, вместительные шкафы и т.д), поэтому можно сразу заселяться. Есть вся необходимая техника: кондиционер, холодильник, телевизор и стиральная машина, мелкая бытовая техника (чайник, утюг, микроволновая печь), установлены датчики протечки, санузел оборудован современной душевой кабиной, всё это делает проживание максимально комфортным. 
Окна выходят на улицу, наполняя помещения естественным светом. 
Дом оснащён двумя пассажирскими и двумя грузовыми лифтами. Подземная парковка позволяет не беспокоиться о месте для автомобиля, её можно арендовать отдельно. 
Вокруг дома развита инфраструктура: в шаговой доступности находятся школы, детские сады и магазины торговые центры и т.д. Удобная транспортная доступность поможет быстро добраться до любой точки города, в шаговой доступности не более 10 минут пешком находится метро Полежаевская и Хорошевская.
Не упустите возможность арендовать эти великолепные апартаменты! Звоните и записывайтесь на просмотр, чтобы лично оценить все достоинства этого предложения, также могу прислать видеообзор квартиры по запросу, оперативный показ и заселение возможны в любое время по предварительной договоренности. Рассмотрим платежеспособных и порядочных жильцов можно с ребенком, без животных. Кроме арендной платы арендатор оплачивает электричество и водоснабжение по счетчикам.",8,2,38.0,https://www.cian.ru/rent/flat/309798146/,Москва,САО,р-н Хорошевский,1-я Магистральная улица,25,0,115000,115000,0,22,True,5.0,20.0,Хорошёвская,walk,10,Полежаевская,walk,11.0,,,
309801918,1731484044,"Мы на связи и будем рады вам помочь! 

- Фотографии соответствуют данному объекту!
- Организуем МАКСИМАЛЬНО оперативный показ! 
- Договор аренды заключается ИСКЛЮЧИТЕЛЬНО с собственником жилья!

Отличный объект недвижимости для комфортной жизни! 
В квартире есть всё необходимое!

Развитая инфраструктура! Хотя где она в Москве не развитая?=)

Дети - цветы жизни - так же обсуждаются индивидуально!

При взаимной симпатии залог можно разбить на два месяца!

У собственника могут быть дополнительные пожелания к жильцам!",22,2,42.0,https://www.cian.ru/rent/flat/309801918/,Москва,ЗАО,р-н Очаково-Матвеевское,Большая Очаковская улица,2,50,95000,95000,2022,32,False,8.0,24.0,Аминьевская,walk,10,Аминьевская,walk,12.0,Мичуринский проспект,walk,19.0
